feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,label
0.603692,0.0,0.0,0.0,0.0,0.70571667,0.0,1.00241,0.55676997,1.1447532,0.415912,0.05850096,1.2877791,0.26832747,0.0,0.017581178,0.35180557,0.64761436,0.0,0.0,0.84560156,0.0,0.98687947,0.0,0.6730078,0.0,0.0,0.074119724,0.0,0.0,1.0444338,0.50446755,0.7229697,0.0,0.5544285,1.6864005,0.7791525,0.049137488,0.47231433,0.9910231,1.0365657,0.43423384,0.43435496,1.0316514,0.0,0.0,0.0,0.72108203,0.6393251,0.0,0.0,0.75266117,0.0,0.805134,0.0,0.0,0.5003971,0.8165584,0.5318635,0.0,0.383117,0.41140506,0.54092747,0.0,0
1.3148901,0.26200846,0.0,0.0,0.0,0.9571135,0.0,1.6610786,1.1256053,1.4265933,1.027829,0.2881721,1.4665716,0.85848016,0.0,0.0,0.56824267,0.89192104,0.0,0.0,1.1909423,0.0,1.0660511,0.34546885,0.05163752,0.0,0.0,0.3885292,0.0,0.0,1.1119062,0.0,1.0615275,0.0,0.0,1.8019953,1.32191,0.0,0.62933844,1.2722942,1.0277946,0.0,1.0734409,1.0169839,0.0,0.08238288,0.0,0.893452,1.2258525,0.0,0.182336,1.0615479,0.0,0.9176184,0.0,0.0,1.0379988,1.3969734,1.1551152,0.13238077,0.5230836,1.0078247,0.8871033,0.0,0
1.9248244,0.16635595,0.0,0.0,0.0,1.3606268,0.0,2.210304,1.292555,1.9007565,1.3147209,0.13919094,1.594219,0.7017296,0.0,0.0,0.67607754,1.3765366,0.0,0.0,1.8167397,0.0,1.0637351,0.018068766,0.0889198,0.0,0.0,0.887377,0.0,0.0,1.6849958,0.0,1.4698347,0.0,0.0,2.298282,1.583502,0.0,0.10054625,1.7538639,1.3125254,0.0,1.1766977,1.7124246,0.0,0.4941478,0.0,1.3258816,1.308882,0.0,0.6045468,1.5678877,0.0,1.424797,0.0010920884,0.0,1.0567676,1.4865305,1.630271,0.0,0.43065956,1.3195792,1.6288975,0.0,0
1.2086396,0.0,0.0,0.0,0.0,0.9393481,0.0,1.2450794,0.82971346,1.09457,0.92703825,0.033778686,0.75625366,0.44373015,0.0,0.0,0.6007499,0.8142028,0.0,0.0,1.1299437,0.0,0.5836061,0.14508072,0.23463993,0.0,0.0,0.7612926,0.0,0.0,1.1007855,0.09539753,0.81342906,0.0,0.0,1.4170328,1.1287553,0.0,0.0,0.95931995,0.7472068,0.065678895,0.90645254,1.0898341,0.0,0.4711648,0.0,0.80498713,0.545271,0.0,0.3908832,0.8693144,0.0,0.80523217,0.19179815,0.0,0.87391233,1.0196061,1.025722,0.0,0.14859118,0.7278757,0.92846286,0.0,0
1.3322759,0.0,0.0,0.0,0.0,0.87072194,0.0,1.3728211,0.8875505,1.0729606,0.89785606,0.34245557,0.96202314,0.58718604,0.0,0.0,0.5829402,1.0413147,0.0,0.0,1.49795,0.0,0.34577423,0.0,0.26574457,0.0,0.0,0.6420144,0.0,0.0,0.9217072,0.018816793,0.9636,0.0,0.0,1.4620157,0.91814727,0.00030089542,0.0,1.0990664,0.9431876,0.0,1.1154069,0.8792633,0.0,0.6092127,0.0,0.87144893,0.4715624,0.0,0.32546592,0.94535166,0.0,0.8054867,0.0,0.0,0.7128991,0.7337299,1.1497859,0.0,0.4212673,0.991427,0.9750551,0.0,0
0.6247718,0.34983048,1.5870882,0.74387276,0.0,0.23655926,1.343483,0.8330272,0.7330476,0.29585937,0.085838124,1.5526009,0.23799343,0.29941636,2.0803776,0.0,0.52946836,0.0,2.07867,0.77721673,0.11197172,1.8826419,0.2135283,0.0664924,0.8296094,1.4887096,1.7427628,0.43900555,1.3909079,0.29463848,0.0,0.9772902,0.0,1.058111,1.27663,0.518694,0.3098219,1.1607071,0.0,0.3663699,0.6848252,1.775928,0.34453425,0.030382743,1.7686958,0.1215866,1.9443427,0.0,1.1195654,1.2919083,0.19045189,0.78621525,0.0,0.8956304,0.08498269,1.8975168,0.21127917,0.0,0.0,0.10006069,0.21618049,0.30631745,0.36172605,1.0377959,1
0.0,0.0,2.8773155,1.5572953,0.0,0.0,2.0105712,0.0,0.0,0.0,0.0,2.6172168,0.0,0.0,2.590939,2.017074,0.0,0.0,2.0987425,2.5936372,0.0,2.157996,0.0,0.0,2.7934623,2.472666,3.163572,0.0,2.4483056,2.1188767,0.0,1.7510848,0.0,3.9422822,2.2797694,0.0,0.0,2.1154265,0.0,0.0,0.0,2.54827,0.0,0.0,2.904364,0.0,2.157581,0.0,0.0,1.8687301,0.0,0.0,0.0,0.0,0.0,2.2599957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0652187,1
0.92120534,0.05324494,0.0,0.0041953856,0.0,0.6043697,0.0,0.9619746,1.0778896,0.48770976,0.8059127,0.07817328,0.8528795,0.6640927,0.0,0.0,0.60664594,0.7379824,0.0,0.0,1.0360084,0.0,0.23780297,0.5567485,0.0,0.0,0.0,0.6361605,0.0,0.0,0.4811762,0.0,0.8865852,0.0,0.0,0.98620164,1.089876,0.0,0.20031106,0.75457954,0.9368585,0.0,0.9660069,0.22764975,0.100097075,0.556403,0.0,0.86118823,0.8151966,0.0,0.54170626,0.6098144,0.0,0.61182857,0.6460924,0.0,0.6975438,0.73345435,1.1838676,0.0,0.5166122,1.2204689,0.7951701,0.0,0
0.98762923,0.0,0.0,0.0,0.0,0.7440244,0.0,0.85125154,0.77752435,0.1331624,0.5611363,0.0,0.56179893,0.49952948,0.0,0.0,0.8047586,0.5146089,0.0,0.015170321,0.77808,0.0,0.0,0.7428143,0.26758647,0.0,0.09921978,1.1145436,0.0,0.0,0.60591793,0.36165148,0.5902236,0.0,0.16781071,0.8843231,0.8861549,0.0,0.0,0.73818386,0.719164,0.36425418,1.0100855,0.92182595,0.0,1.0478963,0.08443898,0.38160726,0.13355425,0.017289992,0.8600398,0.5313905,0.0,0.53290206,1.1203237,0.0,0.7154808,0.90757865,0.8240759,0.0,0.0,0.8571582,0.4201206,0.0,0
1.1718601,0.73877347,0.0,0.0,0.0,0.9011994,0.0,1.6450558,1.3275931,0.89396524,0.69594157,0.0,0.64297116,0.9788099,0.0,0.0,1.1781101,0.73553365,0.0,0.0,1.0289831,0.0,0.5686773,1.0034775,0.023175422,0.0,0.0,1.061894,0.0,0.0,1.3049477,0.0,1.1197277,0.0,0.0,2.0144627,0.85969317,0.0,0.0,1.0133058,1.7577791,0.023363696,1.1303117,1.3126274,0.0,1.0253271,0.0,1.2447923,1.0710942,0.0,1.1357638,0.8103393,0.0,0.8038,1.2549179,0.0,0.838847,0.97920483,1.6176327,0.25556806,0.0,1.1282663,1.3431783,0.0,0
0.0,0.0,4.024381,2.0974264,0.0,0.0,2.5261178,0.0,0.0,0.0,0.0,3.606431,0.0,0.0,3.543283,2.5503724,0.0,0.0,3.2863142,3.4705408,0.0,3.3897707,0.0,0.0,3.7283008,3.7097833,4.3306804,0.0,3.5125685,2.7858558,0.0,2.5629115,0.0,5.4781423,3.2237074,0.0,0.0,2.881116,0.0,0.0,0.0,3.7878196,0.0,0.0,4.250519,0.0,2.918416,0.0,0.0,2.8031428,0.0,0.0,0.0,0.0,0.0,3.4069607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.890527,1
0.0,0.0,3.4309318,1.586763,0.0,0.0,3.1745338,0.0,0.0,0.0,0.0,3.1946964,0.0,0.0,3.2576377,2.2812865,0.0,0.0,2.4687388,3.2290652,0.0,2.5345726,0.0,0.0,2.912627,2.8165753,3.4736314,0.0,2.65237,2.2213478,0.0,2.0095177,0.0,4.343225,2.94596,0.0,0.0,2.535076,0.0,0.0,0.0,3.0247858,0.0,0.0,3.5385652,0.0,2.8463066,0.0,0.0,2.3321674,0.0,0.0,0.0,0.0,0.0,2.7970316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9097953,1
1.363234,1.6763747,0.0,0.0,0.0,1.603418,0.0,3.0083807,2.0820665,1.2442565,1.3191438,0.0,2.1413205,1.590391,0.0,0.0,1.7688949,0.7456347,0.0,0.0,1.938544,0.0,1.6053855,2.3911192,0.0,0.0,0.0,1.2216563,0.0,0.0,2.3666408,0.084000535,2.0376275,0.0,0.0,3.119313,1.8205895,0.0,0.43284783,1.9066788,2.7230208,0.0,1.5511912,1.8730693,0.0,1.7130044,0.0,1.6341732,2.1754472,0.0,2.2995238,2.39629,0.0,1.8315184,2.532714,0.0,1.8671634,2.6499877,1.8276876,1.1034552,0.0,1.2543585,1.9066159,0.0,0
1.4928842,1.0529093,0.0,0.0,0.0,1.4376925,0.0,2.3679743,1.899135,1.5990793,1.0520688,0.0,1.270255,1.2224679,0.0,0.0,1.1684399,0.8463702,0.0,0.0,1.6551088,0.0,1.1683756,1.271877,0.0,0.0,0.0,1.1254143,0.0,0.0,1.875425,0.0,1.7893494,0.0,0.0,2.5080717,1.4566014,0.0,0.11071694,1.6585406,2.1333082,0.0,1.4444581,1.7155182,0.0,1.1828883,0.0,1.6161855,1.6999332,0.0,1.44936,1.5361279,0.0,1.3824154,1.5691023,0.0,1.1198272,1.5382454,1.8010734,0.44142014,0.0,1.2772745,2.0737746,0.0,0
1.9456707,1.0043983,0.0,0.0,0.0,1.4156199,0.0,2.4395673,2.1697404,1.054359,1.0224203,0.0,1.6942961,1.5028718,0.0,0.0,1.8303375,1.0703647,0.0,0.0,1.8395303,0.0,0.6882527,2.2660587,0.0,0.0,0.0,2.134929,0.0,0.0,1.9054343,0.0,2.069277,0.0,0.0,2.1795356,1.9070643,0.0,0.03967028,1.6723404,2.165416,0.0,1.7698393,1.8438469,0.0,2.0772479,0.0,1.5425148,1.7379102,0.0,2.6006324,1.3927331,0.0,1.52753,2.8885474,0.0,1.4973422,2.158697,2.1885068,0.25565213,0.0,1.8047287,1.7438684,0.0,0
0.0,0.0,2.2510917,1.1277713,0.0,0.0,1.8099122,0.0,0.0,0.0,0.0,1.9946439,0.0,0.0,2.0188591,1.4416422,0.0,0.0,1.6607038,1.8642485,0.0,1.8285419,0.0,0.0,2.1942136,1.9238709,2.1498256,0.0,1.7197517,1.619064,0.0,1.2223583,0.0,2.7594852,1.8393236,0.0,0.0,1.5171603,0.0,0.0,0.0,2.0186589,0.0,0.0,2.3285196,0.0,1.7221318,0.0,0.0,1.3571628,0.0,0.0,0.0,0.0,0.0,1.929451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777941,1
1.9052978,0.0868875,0.0,0.0,0.0,1.583851,0.0,2.213176,1.4791123,1.0524886,1.4818832,0.0,1.1750984,0.93953454,0.0,0.0,1.3553607,1.2037026,0.0,0.0,1.6877257,0.0,0.5971541,0.8217214,0.17766738,0.0,0.0,1.6030792,0.0,0.0,1.7441198,0.10164442,1.4545728,0.0,0.0,2.293013,1.4531895,0.0,0.0,1.4770695,1.6103418,0.0,1.709505,1.7561867,0.0,1.6300721,0.0,1.3384737,0.78328705,0.0,1.5238621,1.3448838,0.0,1.3969474,1.5447547,0.0,1.3044776,1.756384,1.7474766,0.0,0.0,1.3939401,1.6042557,0.0,0
0.0,0.0,6.128057,3.5643377,0.2018836,0.0,4.203037,0.0,0.0,0.0,0.0,5.887465,0.0,0.0,5.6533203,4.1545563,0.0,0.0,4.879321,5.5597157,0.0,5.389929,0.0,0.0,5.860029,5.2897496,7.137524,0.0,5.1818805,4.4122376,0.0,4.0215535,0.0,8.708559,5.0278854,0.0,0.0,4.4755445,0.0,0.0,0.0,6.173125,0.0,0.0,6.5452323,0.0,4.526454,0.0,0.0,4.4535623,0.0,0.0,0.17518786,0.0,0.0,5.315393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512577,1
0.686406,1.0733676,0.0,0.0,0.0,1.1794895,0.0,1.8575569,1.3412784,1.3740467,0.8069884,0.0,1.0832219,0.9125534,0.0,0.0,1.1290088,0.34342396,0.0,0.0,1.3637816,0.0,1.2482413,1.4607769,0.0,0.0,0.0,0.539743,0.0,0.0,1.5286916,0.014594236,1.145295,0.0,0.0,2.1437173,1.0510523,0.0,0.20829009,1.495787,1.9299934,0.0,0.7030702,1.6805537,0.0,0.79729444,0.0,1.2545768,1.4956241,0.0,1.1333181,1.3337348,0.0,1.046303,1.5402443,0.0,0.7927606,1.3112953,1.138904,0.5155364,0.0,0.670964,1.5222647,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024680346,0.076784484,0.0,0.0,0.0,0.012898207,0.01986288,0.0,0.0,0.49296013,0.010152083,0.0,0.0,0.009314392,0.0,0.0,0.0,1.0033517,0.0,0.0,0.156918,0.0,0.0,0.27700529,0.912579,0.0,0.0,1.0371879,1.2881185,0.0,0.0,0.0,0.06252429,0.7019443,1.0928714,0.0,0.9562286,0.0,0.042877935,0.48880836,0.0,0.0,0.0,0.0,0.070917696,0.0,0.0,0.0,0.0,0.094054766,0.13998479,0.019242223,0.0,0.022221498,0.0,0.0,0.0,1
2.301753,1.812603,0.0,0.0,0.0,2.0358176,0.0,3.6452024,2.8333275,1.2691289,1.1775349,0.0,2.0466976,2.0814593,0.0,0.0,2.003235,1.0427177,0.0,0.0,2.6791937,0.0,1.4152395,2.9264414,0.0,0.0,0.0,1.6229213,0.0,0.0,2.053764,0.0,2.9468553,0.0,0.0,2.0965865,1.8207005,0.0,0.28662875,2.3286054,3.3780468,0.0,2.1511931,1.0717221,0.0,2.154599,0.0,2.524687,2.586932,0.0,2.631341,2.617666,0.0,2.02277,3.2504373,0.0,2.5599585,2.803662,2.851318,1.1477474,0.0,2.3434322,2.5045516,0.0,0
0.0,0.0,2.4599583,1.1753768,0.0,0.0,1.9327875,0.0,0.0,0.0,0.0,2.1402843,0.0,0.0,2.2771037,1.8092242,0.0,0.0,1.7846535,2.4017522,0.0,1.6550739,0.0,0.0,2.227035,2.0824256,2.633666,0.0,2.1408281,1.6815847,0.0,1.3736554,0.0,3.4298224,1.9655123,0.0,0.0,1.9259739,0.0,0.0,0.0,2.0433173,0.0,0.0,2.2951977,0.0,2.0698454,0.0,0.0,1.5828815,0.0,0.0,0.0,0.0,0.0,1.8958037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9465109,1
0.89778405,0.0,0.0,0.0,0.0,0.87497014,0.0,0.93115705,0.696277,0.17221427,0.5863263,0.0,0.6581923,0.47980937,0.0,0.0,0.7535716,0.526886,0.0,0.0,0.91339546,0.0,0.0,0.69890815,0.2710413,0.0,0.0,1.0034865,0.0,0.0,0.80793595,0.33915067,0.57300067,0.0,0.017204713,0.970029,0.7269589,0.0,0.0,0.69134736,0.9410025,0.22877996,0.932596,0.7951577,0.0,1.1013079,0.0,0.52618974,0.06557942,0.0,1.0088352,0.59822935,0.0,0.7336558,1.1902544,0.0,0.732597,0.99138,0.9557001,0.0,0.0,0.8026686,0.6513573,0.0,0
1.0669094,0.19819751,0.0,0.0,0.0,0.9738459,0.0,1.3267317,1.1383253,0.6768768,0.7110047,0.0,0.6700659,0.62766033,0.0,0.0,0.96032745,0.65862,0.0,0.0,1.0771,0.0,0.38072485,1.0550853,0.0,0.0,0.0,1.1498451,0.0,0.0,0.8939376,0.0,0.94796544,0.0,0.0,1.2147126,1.0990564,0.0,0.0,0.9476963,1.1746831,0.0,1.1878957,0.93485945,0.0,1.0410552,0.0,0.9694131,0.7490503,0.0,1.0761769,0.7143016,0.0,0.63970536,1.3609028,0.0,0.84813786,1.0240661,1.3363024,0.0,0.0,0.98682916,0.9253857,0.0,0
1.5303485,0.22551306,0.0,0.0,0.0,1.3466657,0.0,1.5587745,1.6044608,0.46868968,0.91484034,0.0,1.2183218,0.82667613,0.0,0.0,1.4995677,0.7659641,0.0,0.0,1.5926892,0.0,0.30161166,1.7513784,0.0,0.0,0.0,1.910199,0.0,0.0,1.2565354,0.42737135,1.2119925,0.0,0.0,1.7314124,1.7389594,0.0,0.0,1.1940011,1.7601876,0.21168265,1.8002082,1.3811117,0.0,1.8977054,0.0,1.0909945,0.5262969,0.0,1.952828,1.2795023,0.0,1.0902598,2.4218102,0.0,1.4788715,1.69034,1.6871618,0.0,0.0,1.5946045,0.9822497,0.0,0
0.9680361,0.7794187,0.0,0.0,0.0,0.9469033,0.0,1.5422138,1.1102391,1.0672373,0.63958603,0.0,0.8840271,0.6861178,0.0,0.0,1.110693,0.55383855,0.0,0.0,0.8796291,0.0,0.95042443,1.0111138,0.0,0.0,0.0,1.0965023,0.0,0.0,1.4450737,0.18052888,1.000018,0.0,0.0,1.8510963,1.035929,0.0,0.0,1.0594264,1.5287428,0.02607652,0.8319701,1.5405828,0.0,0.8619678,0.0,1.0441997,1.0905982,0.0,1.0829697,0.917579,0.0,0.7597626,1.3321695,0.0,0.8082601,1.412076,1.3042791,0.2698296,0.0,0.75028837,1.2168121,0.0,0
1.917601,0.0,0.0,0.0,0.0,1.5897024,0.0,1.769151,1.8991865,0.64062905,1.0928868,0.0,1.395342,0.91264,0.0,0.0,1.5308523,0.92484653,0.0,0.0,2.1040192,0.0,0.24250156,1.6615628,0.0,0.0,0.0,1.852126,0.0,0.0,1.061658,0.0,1.440102,0.0,0.0,1.5618987,1.9749008,0.0,0.0,1.5123721,1.8214434,0.0,1.836673,1.0032085,0.0,1.877359,0.0,1.414041,0.60863274,0.0,2.0457745,1.4048185,0.0,1.2498024,2.2130742,0.0,1.5684943,1.7215719,2.1083205,0.0,0.122223906,2.0473158,1.227939,0.0,0
1.320497,0.07556983,0.0,0.0,0.0,1.1015894,0.0,1.1647079,1.130243,0.7216822,0.704962,0.0,0.6989642,0.6591441,0.0,0.039843276,0.9395637,0.50310236,0.0,0.0,1.1767849,0.0,0.1834699,1.1839126,0.10057151,0.027550915,0.0,1.3432852,0.0,0.0,0.9114884,0.18540254,0.7442108,0.0,0.035600986,1.3065672,1.0565423,0.0,0.0,0.9080941,1.2555244,0.0,1.1740307,0.9419836,0.0,1.1112344,0.0,0.83210206,0.3941831,0.0,1.1953862,0.64954287,0.0,0.648654,1.4046767,0.0,0.8000999,1.0213423,1.4593723,0.0,0.0,1.2295111,0.9871111,0.0,0
0.0,0.0,5.3842096,3.3819923,0.0,0.0,3.576624,0.0,0.0,0.0,0.0,5.013419,0.0,0.0,5.231466,3.1341822,0.0,0.0,4.44962,4.1072,0.0,5.4857397,0.0,0.0,4.6149955,4.3341684,5.9152184,0.0,4.332136,3.5705862,0.0,3.5965796,0.0,6.79273,4.690808,0.0,0.0,3.446865,0.0,0.0,0.0,5.822005,0.0,0.0,5.4856377,0.0,4.427719,0.0,0.0,3.8023527,0.0,0.0,0.13062623,0.0,0.0,4.5238605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4097183,1
0.0,0.0,2.4467165,1.2692108,0.0,0.0,1.4826369,0.0,0.0,0.0,0.0,2.4069934,0.0,0.0,1.9946975,1.5759926,0.0,0.17306542,2.2729678,2.0312798,0.0,2.0802164,0.0,0.0,2.4832284,2.3622808,2.6335554,0.0,1.951321,1.8339145,0.0,1.2242334,0.0,3.343494,1.8235141,0.0,0.0,1.7443981,0.0,0.0,0.0,2.4218953,0.0049160514,0.0,2.5215514,0.0,1.6394963,0.0,0.0,1.5120488,0.0,0.0,0.0,0.0,0.0,2.1266015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7957331,1
0.37951434,0.0,0.8897286,0.455059,0.0,0.6407924,0.0,0.35290557,0.16448426,0.08356202,0.039924182,1.1758134,0.49350423,0.13282646,0.9483587,0.57766956,0.07040092,0.59127593,1.0224607,0.9267467,0.59667575,0.50558084,0.010278302,0.0,1.4309047,1.2080458,1.0346617,0.022184394,1.1989437,0.644055,0.075092256,1.0759652,0.14620659,1.4250621,0.63393325,0.31488532,0.32565966,0.8210919,0.0041253436,0.49251327,0.23189923,1.2989998,0.6357597,0.0,0.9554999,0.03854596,0.0,0.01935003,0.0,0.5676607,0.0,0.5197559,0.0,0.456427,0.0,0.7931287,0.7632412,0.12682655,0.18637954,0.0,0.2620862,0.2034356,0.1108266,0.8276809,1
0.0,0.0,3.359625,1.8989273,0.0,0.0,2.15347,0.0,0.0,0.0,0.0,3.3940701,0.0,0.0,3.3375072,2.2087157,0.0,0.0,3.0005352,2.9612958,0.0,2.8334634,0.0,0.0,3.0947125,2.9520876,4.1168933,0.0,2.9440975,2.2996912,0.0,2.4563317,0.0,4.5893226,2.5310044,0.0,0.0,2.7421653,0.0,0.0,0.0,3.3961115,0.0,0.0,3.5725858,0.0,2.2169511,0.0,0.0,2.2778952,0.0,0.0,0.0,0.0,0.0,2.8513134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7235448,1
2.5027144,0.9444471,0.0,0.0,0.0,1.5758173,0.0,2.9033716,2.4023314,1.7272456,2.0661445,0.0,2.7266135,1.9386168,0.0,0.0,1.4332428,2.1560478,0.0,0.0,2.656737,0.0,1.2396836,1.0234954,0.0,0.0,0.0,0.46982375,0.0,0.0,1.3912569,0.0,2.4589033,0.0,0.0,2.824153,2.2883549,0.0,0.990226,1.9841632,2.0149508,0.0,2.136836,0.9366849,0.0,0.86936104,0.0,1.7772025,2.3656242,0.0,1.4660515,2.56101,0.0,1.9942179,0.42694834,0.0,2.109263,2.1786826,2.6455455,0.069413796,1.4098709,2.780388,2.290615,0.0,0
0.0,0.0,1.3068216,0.8348427,0.0,0.0,0.6238595,0.0,0.0,0.0,0.0,1.3122177,0.0,0.0,0.9863253,0.99779254,0.0,0.0,0.8131883,1.0669562,0.0,1.0548247,0.0,0.0,1.4593645,1.0225419,1.4816775,0.0,1.2011976,1.0732908,0.0,1.1126214,0.0,1.8880432,1.2651942,0.0,0.0,1.0245159,0.0,0.0,0.0,1.3422128,0.0,0.0,1.1816024,0.0,0.96699214,0.0,0.0,0.96640134,0.0,0.0,0.106817044,0.0,0.0,1.0870352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8348164,1
2.0288987,0.08928714,0.0,0.0,0.0,1.4562637,0.0,2.1544862,1.7830874,1.4344914,1.2244134,0.0,1.6145875,1.0323107,0.0,0.0,0.8844935,1.3655311,0.0,0.0,2.1784475,0.0,0.69394374,0.34390593,0.0,0.0,0.0,1.1593591,0.0,0.0,1.3805274,0.0,1.8600531,0.0,0.0,2.0071464,1.625645,0.0,0.14564104,1.6990997,1.6716422,0.0,1.6662022,1.0642608,0.0,0.9562744,0.0,1.5335464,1.0856942,0.0,1.2798535,1.7152508,0.0,1.6631545,0.7033773,0.0,1.4708356,1.5074747,2.2180684,0.0,0.7205374,1.9456639,1.7821782,0.0,0
1.2114693,0.44208595,0.0,0.0,0.0,1.1631328,0.0,1.3717643,1.340424,0.95164824,0.7489211,0.0,0.79689294,0.6528251,0.0,0.0,0.9483951,0.4967838,0.0,0.0,1.1013521,0.0,0.7342455,1.1968572,0.0,0.0,0.0,1.3358098,0.0,0.0,1.2329695,0.06797548,0.9296748,0.0,0.0,1.4247338,1.2014565,0.0,0.0,1.0988044,1.3681004,0.0,1.0474536,1.0582554,0.0,1.0982358,0.0,1.0338308,0.8342998,0.0,1.2868851,0.8117745,0.0,0.6481378,1.568595,0.0,0.8883415,1.3698723,1.3740293,0.15288557,0.0,1.0116811,1.1440992,0.0,0
2.8514395,0.5815015,0.0,0.0,0.0,2.4995387,0.0,3.1598465,2.967158,1.153393,1.5976268,0.0,1.790352,1.5287058,0.0,0.0,2.2726822,1.1727502,0.0,0.0,2.999996,0.0,0.64758444,2.7323158,0.0,0.0,0.0,2.9680896,0.0,0.0,2.0082922,0.0,2.4796784,0.0,0.0,2.5296874,2.5418768,0.0,0.0,2.314003,3.2078316,0.0,2.6903172,1.8922853,0.0,2.776227,0.0,2.2289388,1.4018296,0.0,3.191327,1.9769443,0.0,1.8900979,3.82973,0.0,2.0953202,2.7153535,3.3608184,0.0,0.0,2.8903215,2.3010826,0.0,0
2.5238805,0.70479614,0.0,0.0,0.0,2.129978,0.0,2.8824425,2.7536917,0.691051,1.3492656,0.0,1.8669095,1.6286688,0.0,0.0,2.482443,1.0598221,0.0,0.0,2.6892128,0.0,0.50110674,3.18003,0.0,0.0,0.0,3.1346889,0.0,0.0,1.9636707,0.0,2.4140952,0.0,0.0,2.4694505,2.768851,0.0,0.0,2.0876038,3.1512516,0.0,2.7817352,1.9922295,0.0,2.9505444,0.0,2.2184052,1.446853,0.0,3.2503273,1.8996706,0.0,1.7636567,4.368494,0.0,2.3032324,2.5698905,2.9631197,0.0,0.0,2.4412434,2.0763898,0.0,0
1.0576966,0.424884,0.28685582,0.10470438,0.0,0.76249397,0.112440936,1.3674779,0.9734031,0.23303714,0.59016466,0.28172222,0.85228205,0.6556482,0.23571068,0.0,0.90462095,0.20970292,0.0,0.0,1.0404006,0.0,0.5900171,1.4049227,0.0,0.07818992,0.0,0.9554608,0.0,0.07335465,0.76634115,0.0,0.8975939,0.0,0.18207714,0.66799176,0.8990541,0.0,0.0,0.93107724,1.1944323,0.107196726,1.0105715,0.2809763,0.4107207,1.1180346,0.22369312,0.89996415,0.8201762,0.14332333,1.1493384,0.7699174,0.0,0.5167871,1.5737177,0.16344278,0.8974962,0.98738617,1.2467167,0.0,0.0,0.9197878,0.748876,0.18347254,0
0.0,0.0,5.5185146,3.1441002,0.2519865,0.0,3.73068,0.0,0.0,0.0,0.0,5.1786513,0.0,0.0,4.873531,3.7460902,0.0,0.0,3.9850905,5.2226524,0.0,4.540186,0.0,0.0,5.3814864,4.782474,6.180229,0.0,4.91957,4.159579,0.0,3.7405214,0.0,8.05774,4.903334,0.0,0.0,3.9986138,0.0,0.0,0.0,5.493212,0.0,0.0,5.905718,0.0,4.3561387,0.0,0.0,3.9933987,0.0,0.0,0.33381888,0.0,0.0,4.658862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9741824,1
0.0,0.0,3.429362,2.1295762,0.123095796,0.0,2.584587,0.0,0.0,0.0,0.0,3.4055698,0.0,0.0,3.0334723,2.5378454,0.0,0.0,2.2758708,3.0156684,0.0,2.8773787,0.0,0.0,3.3384607,2.7020984,3.9225326,0.0,2.8387623,2.4289162,0.0,2.4879286,0.0,4.834968,3.223934,0.0,0.0,2.5562134,0.0,0.0,0.0,3.3941243,0.0,0.0,3.4866312,0.0,2.5946949,0.0,0.0,2.5505385,0.0,0.0,0.38096198,0.0,0.0,2.900924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57279,1
0.0,0.0,1.699787,0.5859365,0.0,0.0,1.3692348,0.0,0.0,0.0,0.064225174,1.4156626,0.0,0.102138355,1.6166798,0.8172985,0.0,0.0,0.9935583,1.1884278,0.0,1.0483735,0.0,0.0,1.0195084,1.0317112,1.3793875,0.0,0.822437,0.8274502,0.0,0.6180867,0.0,1.5292099,1.5224046,0.0,0.0,1.1560527,0.0,0.0,0.0,1.1479812,0.0,0.0,1.4557431,0.06570027,1.5884964,0.0,0.0,0.7218461,0.0,0.0,0.0,0.0,0.0,1.2298771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0860878,1
