feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,label
0.68957067,0.24593897,0.8441757,0.19208273,0.0,0.57757485,0.40597528,0.8022387,0.62922466,0.40449703,0.4350214,0.56761163,0.4632064,0.32602674,0.81998146,0.2945682,0.5325642,0.0,0.03643065,0.55077696,0.5474652,0.0,0.4242962,1.0860324,0.28903762,0.43895084,0.21104135,0.82155585,0.21672517,0.36171722,0.49768642,0.22723421,0.47188678,0.3132616,0.51761675,0.48960808,0.89007884,0.25820434,0.0,0.4935439,0.7176802,0.43118674,0.6355326,0.5721782,0.46729076,0.7256835,0.48082933,0.41346672,0.31825012,0.27000573,0.8466658,0.27145785,0.0,0.16993502,1.2445321,0.32092714,0.61149335,0.5951364,0.88537925,0.0,0.0,0.4963928,0.59109366,0.40029487,0
1.3444963,0.2286618,0.0,0.0,0.0,1.1005323,0.0,1.250438,1.2855071,0.6251992,0.69897217,0.0,0.8557291,0.63218933,0.0,0.0,0.9912606,0.5131495,0.0,0.0,1.2423012,0.0,0.40422612,1.2337372,0.014236538,0.06499786,0.0,1.3341267,0.0,0.0,0.91041636,0.0,1.064164,0.0,0.0,1.0384389,1.1592005,0.0,0.0,1.0933647,1.3837552,0.0,0.9830948,0.81447923,0.06738424,1.1613787,0.0,0.90639,0.6464073,0.010416533,1.3998903,0.8323855,0.0,0.6915407,1.5971781,0.0,0.91557455,1.235795,1.415562,0.0,0.0,1.2574675,1.026932,0.0,0
0.0,0.0,3.099407,1.6479236,0.0,0.0,2.4494848,0.0,0.0,0.0,0.0,2.737643,0.0,0.0,2.558332,1.7907604,0.0,0.0,2.334168,2.524391,0.0,2.8911712,0.0,0.0,2.9513762,2.5221798,3.2269464,0.0,2.0575552,1.9989741,0.0,1.9843447,0.0,3.9105258,2.7850814,0.0,0.0,2.0536566,0.0,0.0,0.0,3.0666902,0.0,0.0,3.2316053,0.0,2.6989567,0.0,0.0,2.0349367,0.0,0.0,0.100480475,0.0,0.0,2.8193693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9611391,1
2.116787,0.0,0.0,0.0,0.0,1.5877727,0.0,2.3714244,1.6702036,2.0301194,1.5867327,0.23290372,1.5190675,0.9678041,0.0,0.0,0.8375582,1.4333599,0.0,0.0,2.0330899,0.0,0.9754664,0.41988996,0.10277149,0.0,0.13274069,1.3638824,0.0,0.0,1.6398258,0.0,1.6705717,0.009195227,0.0,2.6171727,2.193893,0.0,0.24461879,1.8518004,1.4252758,0.0,1.5515355,1.8342694,0.0,0.7054088,0.0,1.3031043,1.625558,0.0,0.64746326,1.507847,0.0,1.6008537,0.24944374,0.0,1.3035344,1.8708863,2.0415018,0.0,0.5225885,1.4989526,1.7569523,0.0,0
1.1464028,0.0,0.16109109,0.0,0.0,0.96004725,0.07551145,0.89586645,0.7822375,0.2828786,0.8370375,0.15626435,0.5692394,0.3299288,0.25506428,0.0,0.86895055,0.585564,0.0,0.16523395,1.0996001,0.0,0.17133877,0.661909,0.43259907,0.108112074,0.2318917,1.0204059,0.0,0.12646627,0.441027,0.453606,0.5063891,0.0,0.29525742,0.8971746,1.2074474,0.32712874,0.0,0.6777544,0.60470355,0.32571003,1.3104051,0.7933504,0.18834025,1.0150208,0.24039547,0.4506559,0.0,0.0,0.74637663,0.7350497,0.0,0.49092862,0.8504719,0.0,1.0052682,0.90057796,0.753784,0.0,0.0,0.9056488,0.3231767,0.19780284,0
0.0,0.0,1.9372289,0.7281561,0.0,0.0,1.6183895,0.0,0.0,0.0,0.0,1.7924106,0.0,0.0,1.8649241,1.2496719,0.0,0.0,1.0208054,1.7198616,0.0,1.0463204,0.0,0.0,1.4825965,1.194925,1.944168,0.0,1.5853373,1.2147535,0.0,1.0274388,0.0,2.4189553,1.6045986,0.0,0.0,1.5084784,0.0,0.0,0.0,1.6792272,0.0,0.0,1.6784463,0.0,1.656548,0.0,0.0,1.0877655,0.0,0.0,0.0,0.0,0.0,1.2102516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4013377,1
0.0,0.0,4.10665,2.1342678,0.0039530266,0.0,2.972074,0.0,0.0,0.0,0.0,3.7024152,0.0,0.0,3.8128753,2.5711992,0.0,0.0,3.4716477,3.6268704,0.0,3.5251217,0.0,0.0,3.760513,3.6264167,4.616323,0.0,3.4553776,2.7501473,0.0,2.5369527,0.0,5.682382,3.376725,0.0,0.0,2.7353544,0.0,0.0,0.0,4.2519,0.0,0.0,4.487071,0.0,3.046303,0.0,0.0,2.8678071,0.0,0.0,0.0,0.0,0.0,3.5225153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8978047,1
1.6254091,0.48930025,0.0,0.0,0.0,1.3809828,0.0,1.854835,1.7550346,0.8401332,0.67694074,0.0,1.2299945,1.1691866,0.0,0.0,1.4852929,0.5750296,0.0,0.0,1.6784052,0.0,0.24342702,2.142312,0.0,0.0,0.0,1.8998052,0.0,0.0,1.4157888,0.0,1.3598045,0.0,0.0,1.6838503,1.4684999,0.0,0.0,1.1061152,2.180426,0.0,1.630504,1.3317174,0.0,1.8485367,0.0,1.3064235,0.75574654,0.0,2.136065,0.8369023,0.0,1.0679827,2.5319333,0.0,1.1483792,1.5956018,2.0056396,0.0061925957,0.0,1.8056678,1.4092458,0.0,0
0.73134434,0.77363575,0.0,0.0,0.0,0.63424253,0.0,1.4060647,1.0789593,0.5446546,0.6042012,0.0,0.5117098,0.5558863,0.0,0.0,1.0671914,0.2193135,0.0,0.0,0.79868543,0.0,0.3817534,1.1848762,0.070855886,0.0,0.0,0.98213625,0.0,0.0,1.0454015,0.38723993,0.8896833,0.0,0.347648,1.6159621,0.8084444,0.0,0.0926115,0.93979317,1.4215848,0.32568777,0.8124074,1.272381,0.0,0.8616145,0.0,0.6300942,1.1125079,0.0,0.94192374,0.96301806,0.0,0.39516705,1.4608333,0.0,0.7966857,1.1711324,1.2428763,0.21291082,0.0,0.72277063,1.0496469,0.0,0
1.5059226,0.08158274,0.0,0.0,0.0,1.376681,0.0,2.2098293,1.0467762,1.5704596,1.2862152,0.055850968,1.904866,0.56042767,0.0,0.0,0.69148093,1.246365,0.0,0.0,1.6075742,0.0,1.6144534,0.0,0.57627594,0.0,0.0,0.10895748,0.0,0.0,2.2682326,0.22525543,1.0338049,0.0,0.72157174,2.4804125,1.6817611,0.20896664,0.3885128,1.4248153,1.4181507,0.1979051,0.7185399,1.6654129,0.0,0.0,0.0,1.1636226,0.86481774,0.0,0.0,1.4567883,0.0,1.5002923,0.0,0.0,1.2036276,1.6702714,0.637526,0.06521629,0.4300754,0.8527044,1.0280805,0.0,0
1.034483,0.09707648,0.09253666,0.0,0.0,0.6664595,0.15502194,1.039824,1.0860103,0.7797433,0.9358871,0.3871306,1.0056052,0.56961006,0.19526424,0.0,0.36878234,0.76539254,0.0,0.0,1.0228621,0.0,0.59365153,0.5074272,0.0,0.0,0.0952907,0.45665944,0.0,0.0,0.4980231,0.0,0.7587284,0.122026816,0.11492425,1.3073127,1.2038958,0.20189592,0.54745704,0.68622124,0.71129364,0.0,0.8721154,0.583071,0.15392934,0.33113262,0.20916422,0.45398143,1.0182618,0.032308493,0.5772756,0.8437942,0.0,0.60477245,0.09449541,0.0,0.74928224,1.1287193,1.170689,0.0,0.53805745,0.8735016,0.5983123,0.0,0
2.0813053,0.0840384,0.0,0.0,0.0,1.9843899,0.0,2.4839413,2.0530927,0.8061557,1.4527905,0.0,1.3898444,1.1968789,0.0,0.0,1.6653373,1.2533882,0.0,0.0,2.145375,0.0,0.47775933,1.8559301,0.0,0.0,0.0,2.18124,0.0,0.0,1.5081223,0.08081075,1.8360703,0.0,0.0,1.9494742,2.063655,0.0,0.0,1.8396662,2.0758648,0.0,2.1644604,1.6297694,0.0,2.147432,0.0,1.6558794,1.0062162,0.0,2.1026087,1.4011964,0.0,1.5694077,2.6142187,0.0,1.6910166,2.1065373,2.3984568,0.0,0.0,1.9412335,1.5894976,0.0,0
0.0,0.0,2.017842,1.0704409,0.0,0.0,1.5674369,0.0,0.0,0.0,0.0,1.6560141,0.0,0.0,1.7364284,1.4422106,0.0,0.0,1.3989311,1.7855057,0.0,1.5243447,0.0,0.0,1.9893757,1.6593565,1.8416302,0.0,1.6288754,1.4640725,0.0,1.1574626,0.0,2.6250515,1.7231923,0.0,0.0,1.4464747,0.0,0.0,0.0,1.6517171,0.0,0.0,2.0152366,0.0,1.6607333,0.0,0.0,1.1461834,0.0,0.0,0.0,0.0,0.0,1.5620067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4941032,1
0.21279018,0.038718455,0.5549012,0.24837793,0.0,0.026498185,0.38478774,0.30143064,0.28118256,0.11981476,0.0,0.41803223,0.061133437,0.08365632,0.6003487,0.41608405,0.2614697,0.001091063,0.42173573,0.34573817,0.16735463,0.489494,0.056255516,0.45057207,0.50571764,0.48092288,0.24352512,0.35466352,0.49129698,0.56874007,0.027703006,0.3646394,0.1821857,0.605294,0.5947682,0.030548248,0.02844539,0.21605043,0.0,0.08837259,0.40003556,0.55223876,0.31210625,0.04374809,0.687081,0.43567064,0.41042772,0.01852335,0.025989471,0.3081649,0.46365684,0.03450141,0.0,0.022222573,0.26492158,0.48140258,0.061284512,0.14245431,0.036471356,0.0,0.0,0.2412577,0.13820884,0.43861198,1
0.0,0.0,1.6299334,0.78954935,0.0,0.0,1.2285482,0.0,0.0,0.0,0.15474157,1.4345348,0.0,0.0,1.4445192,1.1763507,0.12649707,0.10072577,1.0130672,1.643064,0.0,0.8727455,0.0,0.13433248,1.298098,1.453463,1.7076359,0.078160875,1.2624191,1.0877059,0.0,0.6676535,0.0,1.9568733,1.2337991,0.0,0.0,1.330869,0.0,0.0,0.0,1.2498169,0.13007063,0.0,1.4030175,0.14161673,1.3014214,0.0,0.0,0.9689818,0.0,0.05959107,0.0,0.11786633,0.0,1.0705421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3287967,1
1.9700682,0.8638691,0.0,0.0,0.0,1.5801313,0.0,3.0177968,1.9925888,1.9114339,1.3644567,0.0,2.2009454,1.2708362,0.0,0.0,0.8749595,1.2965498,0.0,0.0,1.9921058,0.0,1.5358752,1.087397,0.0,0.0,0.0,1.436385,0.0,0.0,2.376025,0.099603616,2.046622,0.0,0.0,3.3724098,2.084089,0.0,0.42496997,1.8801446,2.4253347,0.0,1.6134993,1.9412935,0.0,1.4249072,0.0,1.8359405,1.4922777,0.0,1.7065213,2.0551534,0.0,2.2156963,1.0845592,0.0,1.4143399,2.1373787,2.38635,0.40208527,0.29311052,1.5432503,1.8775051,0.0,0
0.0,0.0,2.0121474,0.9668234,0.0,0.0,1.5513446,0.0,0.0,0.0,0.0,1.861261,0.0,0.0,2.1708884,1.2831124,0.0,0.0,1.6200615,1.5926228,0.0,1.703813,0.0,0.0,1.5350181,1.443712,2.1718595,0.0,1.6357982,1.2394954,0.0,1.2659118,0.0,2.5888457,1.6824093,0.0,0.0,1.4423563,0.0,0.0,0.0,1.9617753,0.0,0.0,1.9258236,0.0,1.7424536,0.0,0.0,1.1933055,0.0,0.0,0.0,0.0,0.0,1.5821713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5501705,1
1.0599984,0.6986579,4.2088995,1.7264205,0.0,1.0082114,3.8340898,1.8294997,0.81548667,0.0,0.72156996,3.2327664,1.2749257,1.6236147,3.5342755,0.35898024,0.0,0.0,2.8318582,1.8365767,0.5614462,3.1238775,0.5297091,1.0937557,1.6317867,2.6347106,2.7745724,0.0,1.3734487,1.1305062,0.0,2.0318494,0.5051642,3.0418887,3.579112,0.51984817,0.2552431,2.2804418,0.49418816,0.43708342,0.24719252,3.0173244,0.5385293,0.0,3.7012885,0.44977382,3.7669895,0.0,1.4879366,1.7427964,1.1465378,1.1938089,0.0,0.6908988,0.0,2.551893,0.1819566,1.00151,0.41925788,0.0,0.0,0.7796126,0.1550421,2.2390754,1
